issueId,lineText,filePath,message,resultDataId,language,lineNumber,toolInfo,fileId,patternInfo
b9267912cafed1ead52ff7e6afbe3fd3,      const buffer = fs.readFileSync('dist/' + file),Gruntfile.js,The application dynamically constructs file or path information.,131179919091,Javascript,75,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541748877,"{'id': 'Semgrep_javascript_pathtraversal_rule-non-literal-fs-filename', 'category': 'Security', 'level': 'Warning', 'severityLevel': 'Warning', 'subCategory': 'InputValidation'}"
a644f1bcffa9673397a601ace60f3ffa,4. Your container is now running and available at,README.md,Expected: 1; Actual: 4; Style: 1/1/1,131179918873,Markdown,169,"{'uuid': '547ff16b-d57c-4d75-8067-5ccf3ea88a00', 'name': 'markdownlint'}",111541748983,"{'id': 'markdownlint_MD029', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
f1b7be1c333c7f350140bd1c33ebedce,[![](https://img.shields.io/badge/support-owasp%20juice%20shop-blue)](https://owasp.org/donate/?reponame=www-project-juice-shop&title=OWASP+Juice+Shop),README.md,Images should have alternate text (alt text),131179918869,Markdown,290,"{'uuid': '547ff16b-d57c-4d75-8067-5ccf3ea88a00', 'name': 'markdownlint'}",111541748983,"{'id': 'markdownlint_MD045', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
1c44013ccae2600c25ce06b8e8ee0e49,[![](https://images.microbadger.com/badges/version/bkimminich/juice-shop.svg)](https://microbadger.com/images/bkimminich/juice-shop,README.md,Images should have alternate text (alt text),131179918865,Markdown,105,"{'uuid': '547ff16b-d57c-4d75-8067-5ccf3ea88a00', 'name': 'markdownlint'}",111541748983,"{'id': 'markdownlint_MD045', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
fab470b1ad6d0e0fc7fdf45b8bf23c07,    - [Gitpod](#gitpod),README.md,Link fragments should be valid,131179918867,Markdown,50,"{'uuid': '547ff16b-d57c-4d75-8067-5ccf3ea88a00', 'name': 'markdownlint'}",111541748983,"{'id': 'markdownlint_MD051', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
43238d842fea7995ecaa3583d2e1bb01,[![](https://images.microbadger.com/badges/image/bkimminich/juice-shop.svg)](https://microbadger.com/images/bkimminich/juice-shop,README.md,Images should have alternate text (alt text),131179918875,Markdown,103,"{'uuid': '547ff16b-d57c-4d75-8067-5ccf3ea88a00', 'name': 'markdownlint'}",111541748983,"{'id': 'markdownlint_MD045', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
e7d1f35a8725ca585812857d7693bc47,3. Create a firewall rule that allows inbound traffic to port 3000,README.md,Expected: 1; Actual: 3; Style: 1/1/1,131179918872,Markdown,163,"{'uuid': '547ff16b-d57c-4d75-8067-5ccf3ea88a00', 'name': 'markdownlint'}",111541748983,"{'id': 'markdownlint_MD029', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
236a6ceceda34ac2aea28a3a9f6932d0,"[<img alt=""Pwning OWASP Juice Shop cover"" src=""https://raw.githubusercontent.com/juice-shop/pwning-juice-shop/master/docs/modules/ROOT/assets/images/cover.jpg"" width=""200""/>](https://leanpub.com/juice-shop)",README.md,Element: img,131179918870,Markdown,246,"{'uuid': '547ff16b-d57c-4d75-8067-5ccf3ea88a00', 'name': 'markdownlint'}",111541748983,"{'id': 'markdownlint_MD033', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
bf903189915ad9d005afa58260ec379c,"[<img alt=""Pwning OWASP Juice Shop back cover"" src=""https://raw.githubusercontent.com/juice-shop/pwning-juice-shop/master/docs/modules/ROOT/assets/images/introduction/back.jpg"" width=""200""/>](https://leanpub.com/juice-shop)",README.md,Element: img,131179918876,Markdown,247,"{'uuid': '547ff16b-d57c-4d75-8067-5ccf3ea88a00', 'name': 'markdownlint'}",111541748983,"{'id': 'markdownlint_MD033', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
e63845ebc13e46cb3c0ec2f05ecb35e4,#### 2024,REFERENCES.md,Expected: h3; Actual: h4,131179918871,Markdown,315,"{'uuid': '547ff16b-d57c-4d75-8067-5ccf3ea88a00', 'name': 'markdownlint'}",111541749029,"{'id': 'markdownlint_MD001', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
26c1a5f273c7d9ce6cfee6bae4024c63,* [Awards](#awards--trophy-),REFERENCES.md,Link fragments should be valid,131179918866,Markdown,16,"{'uuid': '547ff16b-d57c-4d75-8067-5ccf3ea88a00', 'name': 'markdownlint'}",111541749029,"{'id': 'markdownlint_MD051', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
371e427f997a11a3508a4ce5f1fccb33,  * Episode #606: [7MS #606: Hacking OWASP Juice Shop (2024 edition)]() ([YouTube](https://www.youtube.com/watch?v=-1rpelarf2E)),SOLUTIONS.md,No empty links,131179918877,Markdown,27,"{'uuid': '547ff16b-d57c-4d75-8067-5ccf3ea88a00', 'name': 'markdownlint'}",111541749047,"{'id': 'markdownlint_MD042', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
509ac9e6a04f3ec7688a7dadad2d7b03,          const trainingData = require(`data/chatbot/${utils.extractFilename(,cypress.config.ts,The application was found to dynamically import a module by calling `require` using a non-literal string.,131179919007,TypeScript,49,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541748664,"{'id': 'Semgrep_javascript_require_rule-non-literal-require', 'category': 'Security', 'level': 'Warning', 'severityLevel': 'Warning', 'subCategory': 'InputValidation'}"
15dc3fb5c19aebf4b3ec07d383a99d25,  const filePath = path.resolve('./data/static/' + file + '.yml'),data/datacreator.ts,Detected possible user input going into a `path.join` or `path.resolve` function.,131179919132,TypeScript,41,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541749206,"{'id': 'Semgrep_javascript.lang.security.audit.path-traversal.path-join-resolve-traversal.path-join-resolve-traversal', 'category': 'Security', 'level': 'Warning', 'severityLevel': 'Warning', 'subCategory': 'InsecureStorage'}"
de6629c338a1d44e745164f143828665,"    models.sequelize.query(""SELECT * FROM Products WHERE ((name LIKE '%""+criteria+""%' OR description LIKE '%""+criteria+""%') AND deletedAt IS NULL) ORDER BY name"")",data/static/codefixes/dbSchemaChallenge_1.ts,Detected a sequelize statement that is tainted by user-input.,131179919163,TypeScript,5,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541749285,"{'id': 'Semgrep_javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection', 'category': 'Security', 'level': 'Error', 'severityLevel': 'Error', 'subCategory': 'InputValidation'}"
5790e55e692fd04549c07cb71af15753,    models.sequelize.query(`SELECT * FROM Products WHERE ((name LIKE '%${criteria}%' OR description LIKE '%${criteria}%') AND deletedAt IS NULL) ORDER BY name`),data/static/codefixes/dbSchemaChallenge_3.ts,Detected a sequelize statement that is tainted by user-input.,131179919149,TypeScript,11,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541749477,"{'id': 'Semgrep_javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection', 'category': 'Security', 'level': 'Error', 'severityLevel': 'Error', 'subCategory': 'InputValidation'}"
b7b82eb94bc9f845bbf5c8773500c3cb,"      tableData[i].description = tableData[i].description.replaceAll('<', '&lt;').replaceAll('>', '&gt;')",data/static/codefixes/restfulXssChallenge_2.ts,"Detected a call to `replaceAll()` in an attempt to HTML escape the string `tableData[i].description`. Manually sanitizing input through a manually built list can be circumvented in many situations, and it's better to use a well known sanitization library such as `sanitize-html` or `DOMPurify`.",131179919179,TypeScript,59,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541749436,"{'id': 'Semgrep_javascript.audit.detect-replaceall-sanitization.detect-replaceall-sanitization', 'category': 'Security', 'level': 'Info', 'severityLevel': 'Info', 'subCategory': 'InputValidation'}"
4f3d750027733c1822e8ee130d020308,    models.sequelize.query(`SELECT * FROM Products WHERE ((name LIKE '%${criteria}%' OR description LIKE '%${criteria}%') AND deletedAt IS NULL) ORDER BY name`),data/static/codefixes/unionSqlInjectionChallenge_1.ts,Detected a sequelize statement that is tainted by user-input.,131179919165,TypeScript,6,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541749267,"{'id': 'Semgrep_javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection', 'category': 'Security', 'level': 'Error', 'severityLevel': 'Error', 'subCategory': 'InputValidation'}"
1b541818d16bc6089263735219c9b668,    models.sequelize.query(`SELECT * FROM Products WHERE ((name LIKE '%${criteria}%' OR description LIKE '%${criteria}%') AND deletedAt IS NULL) ORDER BY name`),data/static/codefixes/unionSqlInjectionChallenge_3.ts,Detected a sequelize statement that is tainted by user-input.,131179919144,TypeScript,10,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541749388,"{'id': 'Semgrep_javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection', 'category': 'Security', 'level': 'Error', 'severityLevel': 'Error', 'subCategory': 'InputValidation'}"
747509143b5d340f3c5c9b0294ed8dc5,"					context.stencilFunc( context.NOTEQUAL, 1, 0xffffffff );",frontend/src/assets/private/EffectComposer.js,The numeric literal '0xffffffff' will have at different value at runtime.,131179918910,Javascript,79,"{'uuid': '9ed24812-b6ee-4a58-9004-0ed183c45b8f', 'name': 'PMD'}",111541749503,"{'id': 'PMD_category_ecmascript_errorprone_InnaccurateNumericLiteral', 'category': 'ErrorProne', 'level': 'Warning', 'severityLevel': 'Warning'}"
33599367d4bd46c89105816b282b969a,"					context.stencilFunc( context.EQUAL, 1, 0xffffffff );",frontend/src/assets/private/EffectComposer.js,The numeric literal '0xffffffff' will have at different value at runtime.,131179918908,Javascript,83,"{'uuid': '9ed24812-b6ee-4a58-9004-0ed183c45b8f', 'name': 'PMD'}",111541749503,"{'id': 'PMD_category_ecmascript_errorprone_InnaccurateNumericLiteral', 'category': 'ErrorProne', 'level': 'Warning', 'severityLevel': 'Warning'}"
480c7493059419d78f91e039cf618c28,"		context.stencilFunc( context.EQUAL, 1, 0xffffffff );  // draw if == 1",frontend/src/assets/private/MaskPass.js,The numeric literal '0xffffffff' will have at different value at runtime.,131179918911,Javascript,62,"{'uuid': '9ed24812-b6ee-4a58-9004-0ed183c45b8f', 'name': 'PMD'}",111541749404,"{'id': 'PMD_category_ecmascript_errorprone_InnaccurateNumericLiteral', 'category': 'ErrorProne', 'level': 'Warning', 'severityLevel': 'Warning'}"
412554bcba7038ff985b0d9ef33fd6df,"		context.stencilFunc( context.ALWAYS, writeValue, 0xffffffff );",frontend/src/assets/private/MaskPass.js,The numeric literal '0xffffffff' will have at different value at runtime.,131179918909,Javascript,47,"{'uuid': '9ed24812-b6ee-4a58-9004-0ed183c45b8f', 'name': 'PMD'}",111541749404,"{'id': 'PMD_category_ecmascript_errorprone_InnaccurateNumericLiteral', 'category': 'ErrorProne', 'level': 'Warning', 'severityLevel': 'Warning'}"
e14aa7ea10689ade81a042a64e42f5b4,    var EPS = 0.000001;,frontend/src/assets/private/OrbitControls.js,The numeric literal '0.000001' will have at different value at runtime.,131179918912,Javascript,75,"{'uuid': '9ed24812-b6ee-4a58-9004-0ed183c45b8f', 'name': 'PMD'}",111541749299,"{'id': 'PMD_category_ecmascript_errorprone_InnaccurateNumericLiteral', 'category': 'ErrorProne', 'level': 'Warning', 'severityLevel': 'Warning'}"
cb006d70f334efcd58f2e77524067c52,input {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919098,CSS,32,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
8e59b29fb596f60e926be729bcf7d17f,.anchor {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919105,CSS,124,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
b39121330e0d2159d7a3c3a5020da158,input::placeholder {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919100,CSS,59,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
508aa17ccedcdc0c2ff9d1d8a439c845,label {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919116,CSS,114,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
203cfdf0c7804303527a3b615c352c7e,img {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919106,CSS,86,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
2dd1c99600ec321c34c9e57e2292d3d4,.header-text {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919115,CSS,70,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
e354c5221b9d89cb1d31851348d81f22,.message {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919114,CSS,90,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
3d83111eb1abe701707b485c859c47cf,.formBlock {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919112,CSS,9,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
275ad4dca620685f87701188ccf07e4c,button {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919107,CSS,45,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
f6130f56aec592b0e6cbd1183fc51f19,form {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919110,CSS,18,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
1333c68cc79cdff0d3d12f121fef3f10,.header {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919109,CSS,63,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
db8c1ea5c415436cc712a82bc56481dd,"h4,",frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919101,CSS,22,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
749a33aec14e05aad9fbad337ff0fa34,.back {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919119,CSS,108,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
c030b5d78b1b6048f7be61e4cceea7b1,a {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919103,CSS,81,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
d2bdccb1ac54083fe5ea0c7e7b44b0f7,.main-content {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919099,CSS,4,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
a554df9c167759426101a741ae0c9889,.home-page {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919102,CSS,101,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
f2f7ef1c80f2408da1f17e2a0cd754b1,.cross {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919111,CSS,77,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
97895da0e897075d82ea2716bf6cfad1,input:hover {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919104,CSS,42,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
d6c98d0dd05c9bf229cb79ed41326219,.deleteButton{,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919117,CSS,27,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
f41a858750ec0f57801098b842cae274,.inputLable {,frontend/src/assets/public/css/dataErasure.css,Expected empty line before rule (rule-empty-line-before),131179919113,CSS,97,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_rule-empty-line-before', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
94c9b739fc1592a0a57784c84ff17f55,  color: whitesmoke;,frontend/src/assets/public/css/dataErasure.css,"Unexpected named color ""whitesmoke"" (color-named)",131179919118,CSS,25,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749011,"{'id': 'Stylelint_color-named', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
5851692f170aa6fb5db2c4097338610e,  border-bottom: 1px solid silver;,frontend/src/assets/public/css/userProfile.css,"Unexpected named color ""silver"" (color-named)",131179919108,CSS,32,"{'uuid': '1f03328a-086e-459e-bfa3-73e56f01020f', 'name': 'Stylelint'}",111541749366,"{'id': 'Stylelint_color-named', 'category': 'CodeStyle', 'level': 'Info', 'severityLevel': 'Info'}"
dd5ed9f5d849deff0388723a234ba60e,        replacementValue = replacementValue[property],frontend/src/hacking-instructor/helpers/helpers.ts,Possibility of prototype polluting function detected.,131179919133,TypeScript,36,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541748804,"{'id': 'Semgrep_javascript.lang.security.audit.prototype-pollution.prototype-pollution-loop.prototype-pollution-loop', 'category': 'Security', 'level': 'Warning', 'severityLevel': 'Warning', 'subCategory': 'UnexpectedBehaviour'}"
bdf1b3960a7bd9ecd10827e2f66ea7f7,  textBox.innerHTML = snarkdown(hint.text),frontend/src/hacking-instructor/index.ts,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities",131179919160,TypeScript,107,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541748968,"{'id': 'Semgrep_javascript.browser.security.insecure-document-method.insecure-document-method', 'category': 'Security', 'level': 'Error', 'severityLevel': 'Error', 'subCategory': 'InputValidation'}"
3b64ceb7b1881f35f16c72ab08573598,"        files.map(file => path.resolve(currPath, file))",lib/codingChallenges.ts,Detected possible user input going into a `path.join` or `path.resolve` function.,131179919168,TypeScript,24,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541749340,"{'id': 'Semgrep_javascript.lang.security.audit.path-traversal.path-join-resolve-traversal.path-join-resolve-traversal', 'category': 'Security', 'level': 'Warning', 'severityLevel': 'Warning', 'subCategory': 'InsecureStorage'}"
d84075f6e9e77b4fa53799d2d065095e,    if (new RegExp(`vuln-code-snippet vuln-line.*${challengeKey}`).exec(lines[i]) != null) {,lib/codingChallenges.ts,"RegExp() called with a `challengeKey` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread.",131179919125,TypeScript,76,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541749340,"{'id': 'Semgrep_javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp', 'category': 'Security', 'level': 'Warning', 'severityLevel': 'Warning', 'subCategory': 'Other'}"
e88f15d4599a623f1a85ca266d18e6c9,    if (new RegExp(`vuln-code-snippet vuln-line.*${challengeKey}`).exec(lines[i]) != null) {,lib/codingChallenges.ts,The `RegExp` constructor was called with a non-literal value.,131179919143,TypeScript,76,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541749340,"{'id': 'Semgrep_javascript_dos_rule-non-literal-regexp', 'category': 'Security', 'level': 'Warning', 'severityLevel': 'Warning', 'subCategory': 'InputValidation'}"
f64e918d15bafc695f1920f753626095,      const files = await fs.readdir(currPath),lib/codingChallenges.ts,The application dynamically constructs file or path information.,131179919157,TypeScript,22,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541749340,"{'id': 'Semgrep_javascript_pathtraversal_rule-non-literal-fs-filename', 'category': 'Security', 'level': 'Warning', 'severityLevel': 'Warning', 'subCategory': 'InputValidation'}"
ce52d67016d8aa419e6a86f008891623,    if ((await fs.lstat(currPath)).isDirectory()) {,lib/codingChallenges.ts,The application dynamically constructs file or path information.,131179919170,TypeScript,21,"{'uuid': '6792c561-236d-41b7-ba5e-9d6bee0d548b', 'name': 'Semgrep'}",111541749340,"{'id': 'Semgrep_javascript_pathtraversal_rule-non-literal-fs-filename', 'category': 'Security', 'level': 'Warning', 'severityLevel': 'Warning', 'subCategory': 'InputValidation'}"
